sequence_key,sequence,P_DISS,UGB,AV0,PM,SETTLING_TIME,OFFSET,PSRR,CMRR
6ffa1f79d357d203d4583c893c187df2d190fb01,CIRCUIT_Opamp->VSS->M_GS->NM35->M_D->VOUT2->M_DG->PM24->M_BS->VDD->M_B->PM12->M_D->VOUT1->M_D->NM11->M_B->VSS->M_B->NM17->M_S->IB2->M_S->NM11->M_G->VIN2->M_G->NM11->M_B->VSS->M_B->NM17->M_D->VOUT2->M_D->NM17->M_G->VIN3->M_G->NM17->M_B->VSS->M_B->NM35->M_G->VSS->M_B->NM17->M_S->IB2->M_S->NM17->M_D->VOUT2->M_DG->PM23->M_BS->VDD->M_BS->PM18->M_D->VOUT2->M_S->PM12->M_G->VIN2->M_G->PM12->M_S->VOUT2->M_S->PM12->M_B->VDD->M_BS->PM18->M_G->VB1->M_G->PM18->M_G->VB1->M_G->PM18->M_D->VOUT2->M_D->NM17->M_B->VSS,,,,,,,,
fe42745704fafc729ea47a7d12de434addf63192,CIRCUIT_Opamp->VSS->M_BDGS->NM17->M_D->VSS->M_B->NM17->M_S->VSS->C_C->C9->C_C->VOUT1->L_C->L24->L_C->VDD->M_G->NM27->M_S->IIN1->M_S->NM27->M_D->VOUT1->M_D->NM27->M_B->VSS->C_C->C3->C_C->NET1->R_C->R11->R_C->VOUT1->C_C->C1->C_C->VSS->M_B->NM27->M_G->VDD->C_C->C6->C_C->VOUT1->M_D->NM27->M_B->VSS->M_B->NM17->M_D->VSS->M_B->NM17->M_S->VSS->M_BS->NM20->M_G->VIN1->M_G->NM20->M_BS->VSS->M_BS->NM20->M_D->NET1->M_D->NM20->M_BS->VSS,,,,,,,,
bc8c8656ccdec0aabfd43177bb30c2973852f791,CIRCUIT_Opamp->VSS->M_G->PM13->M_D->VOUT1->M_D->NM5->M_BS->VSS->M_BS->NM5->M_G->NET1->M_DG->NM24->M_BS->VSS->M_BS->NM29->M_G->VIN1->M_G->NM29->M_D->VOUT1->M_D->PM13->M_G->VSS->M_BS->NM29->M_D->VOUT1->M_D->PM13->M_BS->VDD->M_BS->PM13->M_G->VSS,,,,,,,,
bdfbcff6a94692ce6daef6b6068eae04d707e72f,CIRCUIT_Opamp->VSS->M_BGS->NM28->M_D->VOUT1->M_D->PM17->M_BS->VDD->M_BS->PM8->M_DG->IB1->M_G->PM17->M_D->VOUT1->M_D->NM28->M_BS->VSS->M_BS->NM5->M_D->NET1->M_S->NM24->M_G->VB1->M_G->NM24->M_D->VOUT1->C_C->C7->C_C->NET4->R_C->R27->R_C->VIN1->R_C->R21->R_C->NET4->C_C->C3->C_C->NET2->R_C->R24->R_C->IB1->C_C->C1->C_C->VSS->R_C->R13->R_C->NET3->C_C->C13->C_C->VSS->C_C->C9->C_C->VOUT1->C_C->C4->C_C->NET1->M_D->NM5->M_G->VB2->M_G->NM5->M_D->NET1->M_G->PM10->M_D->VOUT1->M_D->PM10->M_G->NET1->M_D->NM5->M_G->VB2->M_G->NM5->M_BS->VSS->M_BS->NM28->M_G->VSS->M_B->NM24->M_D->VOUT1->M_D->PM17->M_G->IB1->M_G->PM17->M_BS->VDD->M_BS->PM10->M_G->NET1->M_D->NM5->M_BS->VSS,,,,,,,,
408c899082cc16498b98b0b00bad7fa546f1e783,CIRCUIT_Opamp->VSS->M_BS->PM3->M_D->NET1->M_S->PM10->M_D->NET3->C_C->C12->C_C->VOUT1->M_D->NM3->M_G->NET1->M_D->PM3->M_G->VIN1->M_G->PM3->M_S->VSS->M_BS->NM25->M_G->NET3->M_D->PM10->M_G->VIN2->M_G->PM10->M_D->NET3->M_G->NM25->M_D->VOUT2->M_D->PM26->M_G->NET2->M_D->NM15->M_BS->VSS->M_BS->NM3->M_BS->VSS->M_BS->NM8->M_DG->NET1->M_DG->NM8->M_BS->VSS->C_C->C1->C_C->VOUT1->M_D->PM35->M_G->NET2->M_D->NM15->M_G->VIN2->M_G->NM15->M_D->NET2->M_DG->PM12->M_BS->VDD->M_B->PM10->M_B->VDD->M_BS->PM26->M_BS->VDD->M_BS->PM35->M_D->VOUT1->M_D->NM3->M_BS->VSS,,,,,,,,
26086818175036585f25c678659546d8e976a5c7,CIRCUIT_Opamp->VSS->M_B->NM23->M_D->VOUT2->M_G->PM25->M_B->VDD->M_BS->PM22->M_D->VOUT1->M_D->NM33->M_G->VIN1->M_G->NM33->M_B->VSS->M_B->NM33->M_S->IB1->M_S->NM23->M_G->VIN2->M_G->NM23->M_D->VOUT2->R_C->R24->R_C->VDD->M_B->PM25->M_D->VOUT2->M_D->NM23->M_B->VSS->M_B->NM33->M_S->IB1->M_S->NM33->M_B->VSS->M_B->NM23->M_D->VOUT2->M_D->PM25->M_G->VOUT2->M_D->NM23->M_S->IB1->M_S->NM23->M_D->VOUT2->M_D->PM25->M_S->VIN2->R_C->R25->R_C->VOUT2->M_D->PM25->M_G->VOUT2->M_D->NM23->M_B->VSS->M_B->NM33->M_D->VOUT1->M_D->PM22->M_G->VB1->M_G->PM22->M_BS->VDD->M_B->PM25->M_S->VIN2->M_G->NM23->M_B->VSS,,,,,,,,
6a7c6e35cbccde038f955a3b44cbf9cb092f0930,CIRCUIT_Opamp->VSS->M_BS->NM28->M_G->NET4->M_DG->NM16->M_BS->VSS->M_BS->NM28->M_D->NET1->M_G->PM23->M_D->NET3->M_S->PM24->M_B->NET6->M_B->PM12->M_S->NET3->M_D->PM23->M_G->NET1->M_G->PM1->M_D->VB1->M_DG->NM1->M_BS->VSS->M_BS->NM28->M_D->NET1->M_G->PM23->M_D->NET3->M_S->PM12->M_D->VOUT1->M_D->NM15->M_G->NET5->M_D->PM33->M_BS->VDD->M_BS->PM23->M_G->NET1->M_G->PM33->M_G->NET1->M_D->NM28->M_BS->VSS->M_BS->NM15->M_BS->VSS->M_BS->NM28->M_G->NET4->M_D->PM24->M_G->VIN1->M_G->PM24->M_S->NET3->M_D->PM23->M_BS->VDD->M_BS->PM1->M_BS->VDD->M_BS->PM23->M_D->NET3->M_S->PM12->M_G->VIN2->M_G->PM12->M_D->VOUT1->M_D->NM15->M_B->VSS,,,,,,,,
7c5bfa370f6afe93ea8ed2de136922d8fb126731,CIRCUIT_Opamp->VSS->R_C->R1->R_C->NET2->R_C->R27->R_C->NET1->R_C->R6->R_C->VOUT1->M_D->PM23->M_BS->VDD->M_BS->PM23->M_G->NET1->M_G->PM23->M_G->NET1->M_D->NM4->M_G->VIN1->M_G->NM4->M_D->NET1->M_D->NM4->M_S->NET2->M_S->NM4->M_B->VSS,,,,,,,,
91b91ef26d001d55ab04acaede1ac1fdbc07a1de,CIRCUIT_Opamp->VSS->C_C->C13->C_C->VOUT1->M_D->NM29->M_B->VSS->M_BS->NM3->M_G->VIN1->M_G->NM3->M_BS->VSS->R_C->R27->R_C->VOUT1->M_S->NM29->M_G->NET1->M_DG->NM16->M_BS->VSS->M_B->NM29->M_D->VOUT1->R_C->R1->R_C->NET1->M_G->NM29->M_S->VOUT1->C_C->C7->C_C->VSS->C_C->C3->C_C->VOUT1->M_D->NM29->M_B->VSS->R_C->R2->R_C->VIN1->M_G->NM3->M_D->NET1->M_G->NM29->M_B->VSS->C_C->C1->C_C->VOUT1->R_C->R26->R_C->VDD->R_C->R11->R_C->VOUT1->M_D->NM29->M_B->VSS,,,,,,,,
fad6cea8b533fbe34b8bd1b7498cfffb484c1508,CIRCUIT_Opamp->VSS->M_BD->NM32->M_DG->VSS->M_BS->NM28->M_G->VIN1->M_G->NM28->M_BS->VSS->R_C->R25->R_C->VOUT1->M_D->PM7->M_BS->VDD->M_BS->PM22->M_DG->VOUT1->M_D->NM28->M_BS->VSS->C_C->C1->C_C->NET1->R_C->R26->R_C->VOUT1->R_C->R21->R_C->NET1->M_S->NM32->M_B->VSS->M_BS->NM28->M_D->VOUT1->M_D->PM7->M_G->NET2->M_D->PM28->M_G->VB1->M_G->PM28->M_D->NET2->M_D->PM28->M_BS->VDD->M_BS->PM7->M_D->VOUT1->R_C->R27->R_C->VDD->M_BS->PM28->M_D->NET2->M_D->PM28->M_BS->VDD->M_BS->PM7->M_G->NET2->M_G->PM7->M_G->NET2->M_D->PM28->M_D->NET2->M_D->NM27->M_BS->VSS->M_BS->NM28->M_D->VOUT1->M_D->NM28->M_BS->VSS->M_BS->NM27->M_G->VIN1->M_G->NM27->M_D->NET2->M_D->PM28->M_BS->VDD->M_BS->PM7->M_G->NET2->M_D->NM27->M_BS->VSS,,,,,,,,
d96efe1116091852a577850e92435dd272645c40,CIRCUIT_Opamp->VSS->M_S->NM24->M_D->NET1->M_DG->PM7->M_BS->VDD->R_C->R2->R_C->VOUT1->M_D->NM16->M_B->VSS->M_B->NM24->M_G->VIN2->M_G->NM24->M_B->VSS->M_BS->NM18->M_G->VIN1->M_G->NM18->M_D->NET1->M_D->NM18->M_BS->VSS->M_B->NM16->M_S->IB1->M_S->NM16->M_G->VIN1->M_G->NM16->M_S->IB1->M_S->NM16->M_B->VSS,,,,,,,,
cc37e9bb07be653785cf3dfde8c420f25361e0fb,CIRCUIT_Opamp->VSS->M_BDG->NM5->M_D->VSS->M_B->NM3->M_S->IB2->M_D->PM4->M_B->VDD->M_B->PM7->M_S->IB3->R_C->R24->R_C->IB4->M_S->PM34->M_B->VDD->R_C->R6->R_C->VOUT2->M_D->NM3->M_G->VB2->M_G->NM3->M_S->IB2->M_S->NM5->M_G->VSS->M_B->NM3->M_D->VOUT2->R_C->R2->R_C->VDD->M_B->PM4->M_S->IB5->M_S->PM4->M_G->VREF1->M_G->PM4->M_B->VDD->R_C->R26->R_C->VOUT1->M_D->NM4->M_G->VIN1->M_G->NM4->M_B->VSS->M_B->NM5->M_G->VSS->M_B->NM4->M_S->IB3->M_S->NM4->M_B->VSS->M_B->NM3->M_D->VOUT2->M_D->PM7->M_G->VIN2->M_G->PM7->M_D->VOUT2->M_D->NM3->M_B->VSS->M_B->NM4->M_D->VOUT1->M_D->NM4->M_B->VSS->M_D->PM34->M_G->VB1->M_G->PM34->M_D->VSS,,,,,,,,
58ee2caa695ae2270bd04a1538ace6131c67279e,CIRCUIT_Opamp->VSS->M_DGS->NM32->M_D->VSS->M_B->NM16->M_S->NET1->M_D->NM5->M_G->VIN1->M_G->NM5->M_BS->VSS->M_BS->NM5->M_D->NET1->M_S->NM16->M_D->VOUT1->R_C->R13->R_C->VDD->R_C->R26->R_C->VOUT1->M_D->NM16->M_B->VSS->M_B->NM32->M_S->VSS->M_BS->NM5->M_G->VIN1->M_G->NM5->M_BS->VSS->M_B->NM32->M_G->VSS->M_B->NM32->M_G->VSS->M_BS->NM5->M_D->NET1->M_D->NM5->M_BS->VSS->M_BS->NM14->M_DG->IB1->M_DG->NM14->M_BS->VSS->M_B->NM16->M_G->VIN2->M_G->NM16->M_S->NET1->M_S->NM16->M_B->VSS,,,,,,,,
e38dd6f8fb394a4ed9b45f2e09061f21371edad1,CIRCUIT_Opamp->VSS->M_BG->NM28->M_D->NET1->M_S->NM9->M_G->VB1->M_G->NM9->M_S->NET1->M_D->NM28->M_BG->VSS->M_BG->NM28->M_S->IB2->M_S->NM28->M_D->NET1->M_S->NM9->M_D->VOUT2->M_D->NM9->M_B->VSS->M_B->NM9->M_D->VOUT2->M_D->PM12->M_B->VDD->R_C->R26->R_C->VOUT1->M_D->NM29->M_B->VSS->M_B->NM28->M_G->VSS->M_B->NM28->M_S->IB2->M_S->NM28->M_B->VSS->M_B->NM9->M_D->VOUT2->M_D->PM12->M_S->NET2->M_D->PM11->M_BS->VDD->R_C->R15->R_C->NET2->M_S->PM12->M_G->VB2->M_G->PM12->M_S->NET2->M_D->PM11->M_G->VB3->M_G->PM11->M_D->NET2->M_S->PM12->M_D->VOUT2->M_D->NM9->M_B->VSS->M_B->NM28->M_G->VSS->M_B->NM29->M_G->VIN2->M_G->NM29->M_S->NET1->M_S->NM29->M_B->VSS,,,,,,,,
dfb59d0996e94e2b44f14ca8f4cf435ad1b24179,CIRCUIT_Opamp->VSS->M_B->PM32->M_S->IB1->M_S->PM12->M_D->VOUT1->M_DG->NM24->M_BS->VSS->M_BS->NM5->M_G->VOUT1->C_C->C7->C_C->NET1->M_D->PM32->M_G->VIN2->M_G->PM32->M_D->NET1->M_G->NM13->M_BS->VSS->M_BS->NM13->M_D->VOUT2->M_D->PM15->M_G->VIN1->M_G->PM15->M_BS->VDD->M_B->PM12->M_G->VB1->M_G->PM12->M_B->VDD->M_B->PM12->M_D->VOUT1->M_D->PM12->M_S->IB1->M_S->PM32->M_D->NET1->M_G->NM13->M_BS->VSS->M_BS->NM5->M_D->VOUT2->M_D->PM15->M_BS->VDD->M_B->PM12->M_D->VOUT1->M_D->PM12->M_B->VDD->M_B->PM12->M_S->IB1->M_S->PM12->M_D->VOUT1->M_D->PM12->M_B->VDD->M_B->PM12->M_G->VB1->M_G->PM12->M_S->IB1->M_S->PM32->M_B->VSS,,,,,,,,
4f93f4205cc6eb3e420b087e6cf537c582041427,CIRCUIT_Opamp->VSS->M_B->PM5->M_S->NET4->M_D->PM1->M_BS->VDD->M_BS->PM12->M_DG->NET1->M_D->NM29->M_BS->VSS->M_BS->NM24->M_G->NET3->M_D->PM25->M_G->NET1->M_D->NM29->M_G->NET3->M_G->NM24->M_D->NET2->M_G->PM1->M_BS->VDD->R_C->R11->R_C->NET3->M_DG->NM16->M_BS->VSS->M_BS->NM24->M_G->NET3->M_G->NM29->M_BS->VSS->M_BS->NM16->M_DG->NET3->M_G->NM24->M_BS->VSS->M_BS->NM15->M_DG->NET5->M_G->NM9->M_BS->VSS->M_BS->NM9->M_D->VOUT1->M_D->NM9->M_D->VOUT1->C_C->C4->C_C->NET6->M_D->PM5->M_G->VIN2->M_G->PM5->M_B->VSS->M_BS->NM24->M_D->NET2->M_G->PM1->M_G->NET2->M_DG->PM8->M_BS->VDD->M_BS->PM25->M_BS->VDD->R_C->R2->R_C->NET3->M_G->NM24->M_D->NET2->M_G->PM1->M_BS->VDD->M_BS->PM1->M_D->NET4->M_S->PM5->M_B->VSS,,,,,,,,
c337b573cc9c8efeb8d0a3765693d55bb0d6ce4e,CIRCUIT_Opamp->VSS->M_B->NM28->M_G->VB1->M_G->NM28->M_B->VSS->C_C->C4->C_C->VOUT1->M_D->NM28->M_S->NET1->M_D->NM32->M_G->VOUT1->M_D->PM10->M_S->VIN1->C_C->C5->C_C->VDD->C_C->C1->C_C->VOUT1->M_D->PM10->M_B->VDD->C_C->C13->C_C->VOUT1->M_D->NM28->M_S->NET1->M_S->NM28->M_D->VOUT1->M_D->PM10->M_G->VIN1->M_G->PM10->M_B->VDD->M_B->PM10->M_S->VIN1->M_S->PM10->M_D->VOUT1->C_C->C16->C_C->VSS->M_BS->NM32->M_BS->VSS,,,,,,,,
4b018b7d39363685ced4d652dad3fb1ae8d15509,CIRCUIT_Opamp->VSS->D_P->DIO7->D_N->NET2->M_S->NM5->M_D->NET3->M_G->PM12->M_BS->VDD->M_BS->PM35->M_G->NET3->M_DG->PM34->M_BS->VDD->M_D->NM2->M_B->VSS->M_B->NM5->M_G->VIN1->M_G->NM5->M_D->NET3->M_D->NM5->M_B->VSS->R_C->R6->R_C->VOUT1->M_D->PM12->M_G->NET3->M_D->NM5->M_B->VSS->M_BS->NM17->M_DG->NET1->M_G->NM20->M_D->NET4->M_S->NM2->M_G->VIN2->M_G->NM2->M_B->VSS->M_BS->NM20->M_G->NET1->M_D->PM35->M_BS->VDD->M_D->NM2->M_B->VSS,,,,,,,,
dee9589c47a79d6ea49b429bcead4195330dc496,CIRCUIT_Opamp->VSS->R_C->R26->R_C->VOUT1->M_D->PM1->M_BS->VDD->M_B->PM22->M_S->NET1->R_C->R25->R_C->VIN1->R_C->R27->R_C->NET1->M_G->PM1->M_G->NET1->M_D->NM9->M_G->VOUT1->M_D->PM1->M_G->NET1->M_S->PM22->M_DG->NET1->M_S->PM22->M_B->VDD->M_BS->PM1->M_G->NET1->M_S->PM22->M_DG->NET1->R_C->R15->R_C->IB1->C_C->C7->C_C->VSS->M_BS->NM9->M_BS->VSS,,,,,,,,
0411f1d4f1e54eb25851b6a4bed0c316b979c188,CIRCUIT_Opamp->VSS->M_GS->NM9->M_D->VOUT1->C_C->C7->C_C->NET1->M_G->PM12->M_D->VOUT1->M_D->NM9->M_B->VSS->C_C->C4->C_C->VOUT1->M_D->PM12->M_G->NET1->M_DG->PM5->M_BS->VDD->M_BS->PM12->M_G->NET1->C_C->C1->C_C->VSS->C_C->C5->C_C->VOUT1->M_D->PM12->M_G->NET1->M_D->NM14->M_S->NET2->M_D->NM25->M_G->VIN1->M_G->NM25->M_D->NET2->M_S->NM14->M_G->VIN2->M_G->NM14->M_B->VSS->M_BS->NM25->M_D->NET2->M_S->NM14->M_B->VSS,,,,,,,,
dddfe4b035062d2cf7854710fb037ee06e0c8b97,CIRCUIT_Opamp->VSS->M_BS->NM14->M_D->NET1->M_S->NM29->M_B->VSS->M_B->NM24->M_D->VOUT1->M_D->PM27->M_G->VB2->M_G->PM10->M_B->VDD->M_BS->PM27->M_G->VB2->M_G->PM10->M_S->NET2->M_D->NM29->M_G->VIN2->M_G->NM24->M_S->NET1->M_S->NM29->M_B->VSS->M_B->NM29->M_D->NET2->M_D->PM10->M_D->NET2->M_D->NM29->M_B->VSS->M_B->NM24->M_S->NET1->M_D->NM14->M_G->VB1->M_G->NM14->M_D->NET1->M_S->NM24->M_D->VOUT1->M_D->PM27->M_BS->VDD->M_BS->PM27->M_D->VOUT1->M_D->NM24->M_B->VSS,,,,,,,,
91e8c36628b5f2a2f6af8a7e8fdbd7be30b7fc09,CIRCUIT_Opamp->VSS->C_C->C1->C_C->VOUT1->M_D->NM35->M_G->VB1->M_G->NM35->M_B->VSS->M_B->NM34->M_G->VIN1->M_G->NM34->M_B->VSS->M_B->NM35->M_S->IB1->M_S->NM34->M_D->NET1->M_DG->PM1->M_BS->VDD->M_BS->PM25->M_D->VOUT1->M_D->NM35->M_S->IB1->M_D->NM24->M_G->NET2->M_DG->NM5->M_BS->VSS->M_B->NM34->M_D->NET1->M_G->PM25->M_G->NET1->M_D->NM34->M_B->VSS->M_B->NM35->M_S->IB1->M_S->NM34->M_D->NET1->M_D->NM34->M_B->VSS->M_B->NM24->M_S->IB1->M_S->NM34->M_D->NET1->M_G->PM25->M_D->VOUT1->M_D->NM35->M_B->VSS,,,,,,,,
c8a866505b183ad15bac81d0966a70875291cb12,CIRCUIT_Opamp->VSS->M_BD->NM5->M_S->NET2->R_C->R6->R_C->VSS->M_BS->NM15->M_D->NET1->M_G->PM12->M_D->VOUT1->M_D->NM11->M_BS->VSS->C_C->C13->C_C->NET1->M_G->NM11->M_BS->VSS->M_BS->NM15->M_G->VIN1->M_G->NM15->M_D->NET1->M_G->PM12->M_BS->VDD->M_BS->PM12->M_G->NET1->C_C->C7->C_C->VSS->C_C->C3->C_C->NET1->M_D->NM15->M_BS->VSS->M_BS->NM11->M_D->VOUT1->M_D->PM12->M_G->NET1->M_D->NM15->M_BS->VSS->C_C->C6->C_C->VOUT1->M_D->NM11->M_G->NET1->M_G->NM11->M_BS->VSS->M_BS->NM15->M_D->NET1->M_D->NM15->M_BS->VSS->M_BS->NM15->M_D->NET1->M_D->NM15->M_BS->VSS->M_B->NM5->M_G->VB3->M_G->NM5->M_D->VSS,,,,,,,,
2088fa4f433ded926f2182bf0e189fbcd377a7bc,CIRCUIT_Opamp->VSS->M_BG->NM14->M_DG->VSS->M_B->NM29->M_D->VOUT1->M_D->PM27->M_B->VDD->M_B->PM17->M_D->VOUT1->M_D->NM29->M_S->NET3->M_D->NM9->M_G->VIN1->M_G->NM9->M_S->IB2->M_S->NM18->M_D->NET1->M_DG->PM20->M_BS->VDD->M_BS->PM9->M_G->NET2->M_S->PM17->M_G->NET1->M_D->NM18->M_S->IB2->M_S->NM9->M_B->VSS->M_BS->NM27->M_DG->NET2->M_G->PM9->M_D->NET2->M_DG->NM27->M_BS->VSS->M_BS->NM28->M_G->NET1->M_D->NM18->M_G->VIN2->M_G->NM18->M_B->VSS->M_B->NM14->M_S->IB2->M_S->NM14->M_D->VSS->M_B->NM29->M_S->NET3->M_S->NM29->M_G->VB1->M_G->NM29->M_D->VOUT1->M_D->PM27->M_G->VB2->M_G->PM27->M_S->NET1->M_D->NM18->M_B->VSS->M_BS->NM28->M_D->IB1->M_D->NM28->M_BS->VSS,,,,,,,,
a7d556726a8df2de2a15bffafeced8fd28bfef2e,CIRCUIT_Opamp->VSS->L_C->L19->L_C->NET4->M_S->NM24->M_G->NET2->L_C->L13->L_C->NET1->C_C->C7->C_C->VIN1->C_C->C1->C_C->NET1->L_C->L10->L_C->NET2->L_C->L18->L_C->NET3->R_C->R11->R_C->IB1->R_C->R27->R_C->NET3->C_C->C13->C_C->IB1->L_C->L8->L_C->NET1->M_G->PM32->M_D->VOUT1->R_C->R26->R_C->VDD->R_C->R25->R_C->VOUT1->M_D->NM24->M_B->VSS->M_B->NM24->M_D->VOUT1->M_D->NM24->M_B->VSS->L_C->L16->L_C->NET2->M_S->NM10->M_D->VOUT1->M_D->NM10->M_B->VSS->M_B->NM10->M_G->VDD->M_BS->PM32->M_BS->VDD->M_BS->PM32->M_D->VOUT1->M_D->NM10->M_B->VSS,,,,,,,,
a35860b31f4523710911bae0bc50e667ec107c01,CIRCUIT_Opamp->VSS->M_BS->NM7->M_D->VOUT1->M_D->PM15->M_G->NET1->M_G->PM9->M_D->VOUT1->M_D->NM7->M_BS->VSS->M_BS->NM9->M_D->NET1->M_DG->PM7->M_BS->VDD->M_BS->PM15->M_G->NET1->M_D->NM9->M_BS->VSS->M_BS->NM9->M_G->VIN1->M_G->NM9->M_D->NET1->M_G->PM9->M_BS->VDD->M_BS->PM9->M_G->NET1->M_D->NM9->M_BS->VSS->M_BS->NM7->M_G->VIN1->M_G->NM7->M_BS->VSS,,,,,,,,
82ab6259e416e68fe3245fb5ae6aeb8e8251d18b,CIRCUIT_Opamp->VSS->M_BS->NM19->M_G->NET1->M_D->PM17->M_B->VDD->M_BS->PM24->M_G->IB1->M_G->PM24->M_D->VOUT1->M_DG->PM25->M_BS->VDD->M_B->PM34->M_DG->IB2->M_DG->PM34->M_S->VSS->M_BS->NM19->M_D->VOUT1->M_D->NM19->M_BS->VSS->C_C->C7->C_C->VOUT1->M_D->NM19->M_BS->VSS->C_C->C6->C_C->VOUT1->C_C->C5->C_C->VSS->M_BS->NM19->M_G->NET1->M_D->PM17->M_S->IB1->M_S->PM17->M_G->VIN1->M_G->PM17->M_D->NET1->M_D->PM17->M_S->IB1->C_C->C3->C_C->VSS,,,,,,,,
1dad6172943aa30d2278b9342840e25ea4510cb4,CIRCUIT_Opamp->VSS->M_BS->PM34->M_D->VOUT1->M_D->NM5->M_G->NET6->M_D->PM12->M_S->NET4->M_S->PM1->M_G->VIN2->M_G->PM1->M_S->NET4->M_D->PM29->M_G->NET2->M_D->NM29->M_G->NET3->M_DG->NM35->M_BS->VSS->M_BS->NM4->M_D->NET1->R_C->R6->R_C->VDD->M_BS->PM29->M_G->NET2->M_D->NM29->M_G->NET3->M_G->NM29->M_D->NET2->M_G->PM34->M_BS->VSS->M_BS->NM29->M_G->NET3->M_G->NM4->M_G->NET3->R_C->R26->R_C->NET6->M_D->NM12->M_BS->VSS->M_BS->NM5->M_BS->VSS->M_BS->NM29->M_BS->VSS->M_BS->NM26->M_DG->NET5->M_D->PM1->M_B->NET7->M_B->PM12->M_G->VIN1->M_G->PM12->M_S->NET4->M_D->PM29->M_G->NET2->M_DG->PM35->M_BS->VDD->R_C->R27->R_C->NET3->M_G->NM29->M_D->NET2->M_G->PM29->M_D->NET4->M_S->PM1->M_D->NET5->M_G->NM12->M_BS->VSS,,,,,,,,
8bdf797eaf9a56219070831a30562d1dfcb410e7,CIRCUIT_Opamp->VSS->M_BS->NM18->M_DG->NET2->M_D->PM19->M_S->NET3->M_S->PM19->M_D->NET2->M_G->NM33->M_D->NET1->M_DG->PM31->M_BS->VDD->M_BS->PM10->M_G->NET1->M_G->PM23->M_BS->VDD->M_B->PM19->M_S->NET3->M_S->PM19->M_B->VDD->R_C->R2->R_C->VOUT1->M_D->PM10->M_BS->VDD->M_BS->PM10->M_G->NET1->M_D->NM33->M_BS->VSS->M_BS->NM33->M_G->NET2->M_G->NM33->M_D->NET1->M_G->PM23->M_D->NET3->M_S->PM19->M_G->VIN1->M_G->PM19->M_D->NET2->M_G->NM33->M_D->NET1->M_G->PM23->M_D->NET3->M_S->PM19->M_B->VDD->M_B->PM19->M_B->VDD->M_BS->PM23->M_G->NET1->M_D->NM33->M_BS->VSS,,,,,,,,
2aeaed5e3fd2f45cd395c2cdd1021f6c574b7b91,CIRCUIT_Opamp->VSS->M_BS->NM26->M_D->VOUT1->M_D->PM24->M_G->NET2->M_DG->PM10->M_BS->VDD->M_BS->PM24->M_G->NET2->M_D->NM9->M_G->NET3->M_DG->NM24->M_BS->VSS->M_BS->NM5->M_DG->NET4->M_D->PM1->M_B->NET5->M_B->PM33->M_G->VIN1->M_G->PM33->M_S->NET1->M_D->PM12->M_BS->VDD->M_BS->PM12->M_D->NET1->M_S->PM1->M_D->NET4->M_G->NM26->M_BS->VSS->M_BS->NM9->M_G->NET3->M_G->NM9->M_BS->VSS->M_BS->NM9->M_G->NET3->R_C->R9->R_C->VDD->M_BS->PM24->M_G->NET2->M_D->NM9->M_G->NET3->M_D->PM33->M_S->NET1->M_S->PM1->M_G->VIN2->M_G->PM1->M_D->NET4->M_G->NM26->M_BS->VSS->M_BS->NM9->M_D->NET2->M_G->PM12->M_G->NET2->M_D->NM9->M_D->NET2->M_G->PM24->M_D->VOUT1->M_D->NM26->M_BS->VSS,,,,,,,,
8023353c7788eb4ea20aaf14b0a714a480ed4610,CIRCUIT_Opamp->VSS->M_BS->PM6->M_D->VOUT1->M_D->NM35->M_G->VIN1->M_G->NM35->M_B->VSS->M_B->NM35->M_S->IB1->M_S->NM35->M_B->VSS->M_B->NM35->M_D->VOUT1->M_D->PM6->M_G->NET1->M_DG->PM32->M_BS->VDD->M_BS->PM12->M_DG->NET1->M_DG->PM12->M_BS->VDD->M_BS->PM11->M_DG->NET2->M_D->NM3->M_B->VSS->M_BS->NM34->M_DG->IB1->M_S->NM3->M_G->VIN2->M_G->NM3->M_B->VSS,,,,,,,,
75130e5c1bafda0950b89c2f7e0770a306ae84ab,CIRCUIT_Opamp->VSS->M_DS->NM8->M_G->VB2->M_G->NM8->M_B->VSS->M_B->NM8->M_D->VSS->R_C->R24->R_C->NET1->M_S->NM27->M_G->VIN1->M_G->NM27->M_B->VSS->M_B->NM27->M_D->VOUT1->R_C->R1->R_C->VDD->R_C->R25->R_C->VOUT1->M_D->NM27->M_B->VSS,,,,,,,,
753000345b3e2fa477df1370fb3216bc0ee0fd71,CIRCUIT_Opamp->VSS->M_D->PM13->M_G->IB1->M_D->NM35->M_G->VIN2->M_G->NM35->M_D->IB1->M_S->NM35->M_B->VSS->M_B->NM35->M_S->IB1->R_C->R24->R_C->NET2->C_C->C7->C_C->NET1->R_C->R27->R_C->VOUT1->C_C->C13->C_C->NET2->M_G->NM6->M_D->VOUT1->M_D->PM19->M_G->NET1->M_G->PM19->M_BS->VDD->M_BS->PM19->M_BS->VDD->M_BS->PM13->M_D->VSS->M_BS->NM6->M_BS->VSS,,,,,,,,
7d6df8e759994b6dacaf2df01c7a3e9e233df31f,CIRCUIT_Opamp->VSS->M_DS->NM3->M_G->VB1->M_G->NM3->M_S->VSS->L_C->L10->L_C->VIN1->C_C->C1->C_C->NET1->M_G->NM28->M_D->VOUT1->R_C->R11->R_C->VDD->R_C->R2->R_C->VOUT1->M_D->NM28->M_BS->VSS->M_B->NM3->M_D->VSS,,,,,,,,
